,id,name,popularity,type,is_local,explicit,duration_ms,disc_number,track_number,artist_id,artist_name,album_artist_id,album_artist_name,album_id,album_name,album_release_date,album_tracks,album_type
541,0nJW01T7XtvILxQgC5J7Wh,When I Was Your Man,87,track,False,False,213826,1,6,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,58ufpQsJ1DS5kq4hhzQDiI,Unorthodox Jukebox,2012-12-07,10,album
542,1DnSZ9M8uvX0UebR3dmBNI,Easy,0,track,False,False,256426,1,9,6twIAGnYuIT1pncMAsXnEm,Commodores,6twIAGnYuIT1pncMAsXnEm,Commodores,0TcKS5p50aNE2c0Zuhs3Zl,Commodores,1977-01-01,9,album
543,739fUNJc2Y5eamBcgMxQ2x,L'ammore overo,50,track,False,False,241880,1,4,0L1f9i3L3fkMNENljDOsjG,Rocco Hunt,0L1f9i3L3fkMNENljDOsjG,Rocco Hunt,5rsyR3j4E08sU4r0wO8LP7,Poeta Urbano,2013-06-25,12,album
544,34gCuhDGsG4bRPIf9bb02f,Thinking out Loud,86,track,False,False,281560,1,11,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,1xn54DMo2qIqBuMqHtUsFd,x (Deluxe Edition),2014-06-21,16,album
545,2wSAWEYUHkt92X4SBAPqZE,Karma Chameleon - Remastered 2002,76,track,False,False,252773,1,1,6kz53iCdBSqhQCZ21CoLcc,Culture Club,6kz53iCdBSqhQCZ21CoLcc,Culture Club,51NPMfa9QfxsYtqzcB2VfY,Colour By Numbers,1983-10-01,15,album
546,0afhq8XCExXpqazXczTSve,Galway Girl,81,track,False,False,170826,1,6,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,3T4tUhGYeRNVUGevb0wThu,÷ (Deluxe),2017-03-03,16,album
547,2obbYEtBWWsp78E4aYZ8tm,Solo Per Un Po',0,track,False,False,181613,1,5,1CF7hrTuWgErEa6HBFJ8d3,Michele Bravi,1CF7hrTuWgErEa6HBFJ8d3,Michele Bravi,4HNGFUimwVkDsMlxnipJqc,Anime Di Carta,2017-02-24,13,album
548,1NlrUog1b11cECTIpQjS43,Onde,23,track,False,False,253226,1,4,7oF61eBQhjGDnvMi8chRWJ,Alex Baroni,7oF61eBQhjGDnvMi8chRWJ,Alex Baroni,2H4TRF4j9zmeuFNUKqgcVh,Semplicemente,2002-10-07,14,album
549,2YMyVYNLmFDD0KGtNkkgFa,Kissing Strangers,0,track,False,True,202480,1,1,6T5tfhQCknKG4UnH90qGnz,DNCE,6T5tfhQCknKG4UnH90qGnz,DNCE,06gn37D7SVYKofXqDneiTp,Kissing Strangers,2017-04-14,1,album
550,0CNjoQozZP0mB9rKVdrKGx,Toothbrush,0,track,False,False,231813,1,5,6T5tfhQCknKG4UnH90qGnz,DNCE,6T5tfhQCknKG4UnH90qGnz,DNCE,7K89F9bgY1jks0uIlMerm3,DNCE,2016-11-18,14,album
551,3cFsmM51N5zMAuu1nNY4Tw,No Lie,0,track,False,False,221176,1,1,3Isy6kedDrgPYoTS1dazA9,Sean Paul,3Isy6kedDrgPYoTS1dazA9,Sean Paul,0ReJx3ifOevdUt2fXXvgDG,No Lie,2016-11-18,1,album
552,1v9OR23wz65Tkw4vaqo5t1,Abbracciame,54,track,False,False,246986,1,1,0Be7S4Y84fABK93znoAeVO,Andrea Sannino,0Be7S4Y84fABK93znoAeVO,Andrea Sannino,6Gg4NtwDROltFmU4mhAbz3,Uànema!,2015,15,album
553,5ELRkzdzz0HvGpMDlfZHkV,Sign of the Times,71,track,False,False,340706,1,1,6KImCVD70vtIoJWnq6nGn3,Harry Styles,6KImCVD70vtIoJWnq6nGn3,Harry Styles,6YDkzHVTEzMXZOVd1r5NqR,Sign of the Times,2017-04-07,1,album
554,3cHyrEgdyYRjgJKSOiOtcS,Timber (feat. Ke$ha),84,track,False,False,204160,1,13,0TnOYISbd1XYRBk9myaseg,Pitbull,0TnOYISbd1XYRBk9myaseg,Pitbull,2F7tejLHzTqFq2XLol9ZGy,Global Warming: Meltdown (Deluxe Version),2012,17,album
555,39efIaQFmERjt8U71FrJzs,L'Emozione Non Ha voce (Io Non So Parlar D'Amore),9,track,False,False,247533,1,2,1yq9UuPp5DIb5w6eswGbKV,Adriano Celentano,1yq9UuPp5DIb5w6eswGbKV,Adriano Celentano,5fv7zCf5fRBzmVqnrJ0UJO,Io Non So Parlar D'Amore,1999-01-01,12,album
556,1OozJMmjaGAgX8WPTTMpcG,Ain't Nobody (Loves Me Better) - Acoustic,62,track,False,False,178355,1,1,2TL8gYTNgD6nXkyuUdDrMg,Jasmine Thompson,2TL8gYTNgD6nXkyuUdDrMg,Jasmine Thompson,6PqlQy6kppsKtw3vqy3r0m,Ain't Nobody (Loves Me Better) [Acoustic Version],2015-09-25,1,album
557,0q3xdwnXoHgHsc32CxpTG4,Adore,48,track,False,False,188328,1,1,2TL8gYTNgD6nXkyuUdDrMg,Jasmine Thompson,2TL8gYTNgD6nXkyuUdDrMg,Jasmine Thompson,1BGeruLSljmPcxKwdevVyb,Adore,2015-06-12,2,album
558,7pPz728tZVIFWSfsvyLbUE,Adore - Acoustic Version,32,track,False,False,214526,1,2,2TL8gYTNgD6nXkyuUdDrMg,Jasmine Thompson,2TL8gYTNgD6nXkyuUdDrMg,Jasmine Thompson,1BGeruLSljmPcxKwdevVyb,Adore,2015-06-12,2,album
559,24YvUQnuPL8gObCfSnAobH,"Hey, Soul Sister",0,track,False,False,216773,1,2,3FUY2gzHeIiaesXtOAdB7A,Train,3FUY2gzHeIiaesXtOAdB7A,Train,7abzxOHgW8mcecRhBzlPnw,"Save Me, San Francisco",2009-10-27,11,album
560,5XZyIOvleZYTh0DD399M90,tous les mêmes,0,track,False,False,210933,1,5,5j4HeCoUlzhfWtjAfM1acR,Stromae,5j4HeCoUlzhfWtjAfM1acR,Stromae,4WW3ME0M2dUoAK5hmbXsN7,racine carrée,2013-01-01,13,album
561,4z70Px77quweOupQRiaG2Q,Formidable,0,track,False,False,213933,1,6,5j4HeCoUlzhfWtjAfM1acR,Stromae,5j4HeCoUlzhfWtjAfM1acR,Stromae,4WW3ME0M2dUoAK5hmbXsN7,racine carrée,2013-01-01,13,album
562,09TcIuH1ZO7i4vicWKoaN2,Papaoutai,0,track,False,False,232146,1,2,5j4HeCoUlzhfWtjAfM1acR,Stromae,5j4HeCoUlzhfWtjAfM1acR,Stromae,4WW3ME0M2dUoAK5hmbXsN7,racine carrée,2013-01-01,13,album
563,47Slg6LuqLaX0VodpSCvPt,Just the Way You Are,81,track,False,False,220734,1,2,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,6J84szYCnMfzEcvIcfWMFL,Doo-Wops & Hooligans,2010-10-05,12,album
564,6h4se8VuOqXmqBqU1KbH9R,Forget,0,track,False,False,291428,1,3,3oqqsDcgRuPE7jCHm3QGoA,Stokeswood,3oqqsDcgRuPE7jCHm3QGoA,Stokeswood,0sYCnRk0oRGYTsRTeugidF,2075,2015-06-16,7,album
565,4qgnwOOpkpYi0A7hDpnOx3,Baby Blue,0,track,False,False,215901,1,11,6HCZOENaZRSdEWQVSN8vzL,Tor Miller,6HCZOENaZRSdEWQVSN8vzL,Tor Miller,4h9RFT48C2lGNdlmprRs7o,American English,2016-09-30,13,album
566,1x5sYLZiu9r5E43kMlt9f8,Symphony (feat. Zara Larsson),78,track,False,False,212459,1,1,6MDME20pz9RveH9rEXvrOM,Clean Bandit,6MDME20pz9RveH9rEXvrOM,Clean Bandit,4b13SJlne61y53KSEwuQtD,Symphony (feat. Zara Larsson),2017-03-16,1,album
567,5XFbapgbeH9AIl3fsEOBZe,La donna del mio amico,32,track,False,False,319453,1,2,6dmT9Ks01aMhsYEKitt5oR,Pooh,6dmT9Ks01aMhsYEKitt5oR,Pooh,6fZZZoeOzOtmbaoJCut9qm,Amici per sempre,1996,10,album
568,1GjUmRytHnxMVYcDJ5KKk3,Incredibile Voglia Di Te,0,track,False,False,222360,1,1,1mtXZO6Y04CU868b6CWvTx,Francesco Calabrese,1mtXZO6Y04CU868b6CWvTx,Francesco Calabrese,2UvRdFEyD9nfz5AiOxGpnm,Incredibile Voglia Di Te,1994-01-01,12,album
569,6RtPijgfPKROxEzTHNRiDp,Rude,83,track,False,False,224840,1,1,0DxeaLnv6SyYk2DOqkLO8c,MAGIC!,0DxeaLnv6SyYk2DOqkLO8c,MAGIC!,0RZ4Ct4vegYBmL9g88TBNi,Don't Kill the Magic,2014-06-25,11,album
570,4ARPvK8DHLwt4oX65ZAFMw,Look At Me!,0,track,False,True,126345,1,1,15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,6S0OKl6hp4sLUCneAZ1RVe,Revenge,2017-05-16,8,album
571,7kiBOzOlBxRFMPHRlYXl9m,'A canzuncella,13,track,False,False,247733,1,7,0pBIW8SaN8CfC69yGlfmIO,Alunni Del Sole,0pBIW8SaN8CfC69yGlfmIO,Alunni Del Sole,10XloThR5w756jlhmnQy3m,Alunni Del Sole,2000-06-15,24,album
572,4jDmJ51x1o9NZB5Nxxc7gY,Careless Whisper,84,track,False,False,300106,1,3,19ra5tSw0tWufvUp8GotLo,George Michael,19ra5tSw0tWufvUp8GotLo,George Michael,3coLNlyStg9h7f8CZ103Rl,Ladies And Gentlemen... The Best Of George Michael,1998-11-09,29,album
573,4iLqG9SeJSnt0cSPICSjxv,Attention,2,track,False,False,211475,1,1,6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,0t0NkQulrNkxw2oUZZHboA,Attention,2017-04-20,1,album
574,1FdFCnC0QAlVBiVdmdyn67,Sportswear (feat. Tony Effe),0,track,False,True,119375,1,1,4CuMwzDzEdlUJMEna38VQ0,Dark Polo Gang,4CuMwzDzEdlUJMEna38VQ0,Dark Polo Gang,1yMhxgwp72P6v5O5E4A2n0,Sportswear (feat. Tony Effe),2017-05-26,1,album
575,69uxyAqqPIsUyTO8txoP2M,Adventure of a Lifetime,78,track,False,False,263786,1,5,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,3cfAM8b8KqJRoIzt3zLKqw,A Head Full of Dreams,2015-12-04,11,album
576,3g86N0SqyfxEVNMHlmW3RE,Busy Earnin',0,track,False,False,181772,1,3,59oA5WbbQvomJz2BuRG071,Jungle,59oA5WbbQvomJz2BuRG071,Jungle,6IH6co1QUS7uXoyPDv0rIr,Jungle,2014-07-14,12,album
577,2a5CcId2vUwKzloELG6SoY,Carter & Cash,0,track,False,False,236156,1,4,6HCZOENaZRSdEWQVSN8vzL,Tor Miller,6HCZOENaZRSdEWQVSN8vzL,Tor Miller,4h9RFT48C2lGNdlmprRs7o,American English,2016-09-30,13,album
578,0mkjekH9rwp4Fg5PxzUTrd,0 To 100 / The Catch Up,0,track,False,True,275226,1,1,3TVXtAsR1Inumwj472S9r4,Drake,3TVXtAsR1Inumwj472S9r4,Drake,2sqwG0D7XQzXVHb3EpkUCX,0 To 100 / The Catch Up,2013-07-14,1,album
579,0FE9t6xYkqWXU2ahLh6D8X,Shape of You,72,track,False,False,233712,1,1,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,7oJa8bPFKVbq4c7NswXHw8,Shape of You,2017-01-06,1,album
580,4RepvCWqsP6zBuzvwYibAS,I Feel It Coming,1,track,False,False,269186,1,18,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,09fggMHib4YkOtwQNXEBII,Starboy,2016-11-25,18,album
581,7m5kl3B3hV8ofyLxYRRpKK,Around Town,30,track,False,False,250692,1,1,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,2LFvpZ5QOj7FHu4IEnkfVX,Listen (Deluxe),2014-09-08,15,album
582,6Qz7rBttH2CiRLnCeAg60O,Forgive & Forget,30,track,False,False,237248,1,2,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,2LFvpZ5QOj7FHu4IEnkfVX,Listen (Deluxe),2014-09-08,15,album
583,1engcKSYg4sv4ntrwxvv0r,Westside,31,track,False,False,210193,1,3,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,2LFvpZ5QOj7FHu4IEnkfVX,Listen (Deluxe),2014-09-08,15,album
584,0KBYxFg4nk5W1d2P5DxZE5,See Me Now,28,track,False,False,181026,1,4,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,2LFvpZ5QOj7FHu4IEnkfVX,Listen (Deluxe),2014-09-08,15,album
585,0bGYVJE8vBBG4AohA8s3ph,It Was London,26,track,False,False,193293,1,5,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,2LFvpZ5QOj7FHu4IEnkfVX,Listen (Deluxe),2014-09-08,15,album
586,5nvoF3aUMDl3k7rXISOtOG,Bad Habit,32,track,False,False,221413,1,6,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,2LFvpZ5QOj7FHu4IEnkfVX,Listen (Deluxe),2014-09-08,15,album
587,7Ic3mYbocz1zLjpKKhJU1D,Down,27,track,False,False,163733,1,7,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,2LFvpZ5QOj7FHu4IEnkfVX,Listen (Deluxe),2014-09-08,15,album
588,6wym899dsQ6NTs3slYMnII,Dreams,24,track,False,False,180773,1,8,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,2LFvpZ5QOj7FHu4IEnkfVX,Listen (Deluxe),2014-09-08,15,album
589,0G4MSfGCIae6jdXvdiT0fo,Are We Electric,26,track,False,False,246106,1,9,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,2LFvpZ5QOj7FHu4IEnkfVX,Listen (Deluxe),2014-09-08,15,album
590,6VUsib02b1KLGLcpUYLtvk,Sunrise,25,track,False,False,194613,1,10,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,2LFvpZ5QOj7FHu4IEnkfVX,Listen (Deluxe),2014-09-08,15,album
591,4N7rQr4v9XHi4clNShpFSX,Sweet Emotion,33,track,False,False,311532,1,11,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,2LFvpZ5QOj7FHu4IEnkfVX,Listen (Deluxe),2014-09-08,15,album
592,3Sdepswxful7k42cGKPaWz,Murderer,28,track,False,False,224627,1,12,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,2LFvpZ5QOj7FHu4IEnkfVX,Listen (Deluxe),2014-09-08,15,album
593,6S7oT8ZodtoKd7GLbdxV39,Icons,24,track,False,False,222840,1,13,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,2LFvpZ5QOj7FHu4IEnkfVX,Listen (Deluxe),2014-09-08,15,album
594,2SH9jCNGGE3MGIdJQZmvls,Keep Your Head Up,24,track,False,False,209106,1,14,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,2LFvpZ5QOj7FHu4IEnkfVX,Listen (Deluxe),2014-09-08,15,album
595,4xMxJeblmxstKt9iIAuZzY,Backstabber,26,track,False,False,246548,1,15,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,2LFvpZ5QOj7FHu4IEnkfVX,Listen (Deluxe),2014-09-08,15,album
596,1H630JHLqODWwqPEaXhn9a,Cold,0,track,False,True,268933,1,5,246dkjvS1zLTtiykXe5h60,Post Malone,246dkjvS1zLTtiykXe5h60,Post Malone,5oH0MFYhMkVmvhWjYumm03,Stoney (Deluxe),2016-12-09,18,album
597,2rgP2WKh9eDa5boVA4ez4T,Go Flex,0,track,False,True,179613,1,9,246dkjvS1zLTtiykXe5h60,Post Malone,246dkjvS1zLTtiykXe5h60,Post Malone,5oH0MFYhMkVmvhWjYumm03,Stoney (Deluxe),2016-12-09,18,album
598,2vQHywjNpZCBMy6dhVqFkU,"Yours Truly, Austin Post",0,track,False,True,219146,1,14,246dkjvS1zLTtiykXe5h60,Post Malone,246dkjvS1zLTtiykXe5h60,Post Malone,5oH0MFYhMkVmvhWjYumm03,Stoney (Deluxe),2016-12-09,18,album
599,00oy0A1Y3IS8SgP8W8xS30,Feeling Whitney,0,track,False,True,257266,1,18,246dkjvS1zLTtiykXe5h60,Post Malone,246dkjvS1zLTtiykXe5h60,Post Malone,5oH0MFYhMkVmvhWjYumm03,Stoney (Deluxe),2016-12-09,18,album
600,6eZJaGs515XMKTMwuTG2mS,Big Lie,0,track,False,True,207680,1,2,246dkjvS1zLTtiykXe5h60,Post Malone,246dkjvS1zLTtiykXe5h60,Post Malone,5oH0MFYhMkVmvhWjYumm03,Stoney (Deluxe),2016-12-09,18,album
601,3u52zdokN8DLDJyj9YkkDP,Deja Vu,0,track,False,True,234213,1,3,246dkjvS1zLTtiykXe5h60,Post Malone,246dkjvS1zLTtiykXe5h60,Post Malone,5oH0MFYhMkVmvhWjYumm03,Stoney (Deluxe),2016-12-09,18,album
602,65Rpf0AKHEMoAnwqzgBIRg,No Option,0,track,False,True,179826,1,4,246dkjvS1zLTtiykXe5h60,Post Malone,246dkjvS1zLTtiykXe5h60,Post Malone,5oH0MFYhMkVmvhWjYumm03,Stoney (Deluxe),2016-12-09,18,album
603,36OA3hOMG7zcVGLz2lskw8,White Iverson,0,track,False,True,256533,1,6,246dkjvS1zLTtiykXe5h60,Post Malone,246dkjvS1zLTtiykXe5h60,Post Malone,5oH0MFYhMkVmvhWjYumm03,Stoney (Deluxe),2016-12-09,18,album
604,4yIB1ij0pS9eiRYtSyB8XE,I Fall Apart,0,track,False,True,223346,1,7,246dkjvS1zLTtiykXe5h60,Post Malone,246dkjvS1zLTtiykXe5h60,Post Malone,5oH0MFYhMkVmvhWjYumm03,Stoney (Deluxe),2016-12-09,18,album
605,47begBP3YRuD7eh00Im7L9,Patient,0,track,False,True,194333,1,8,246dkjvS1zLTtiykXe5h60,Post Malone,246dkjvS1zLTtiykXe5h60,Post Malone,5oH0MFYhMkVmvhWjYumm03,Stoney (Deluxe),2016-12-09,18,album
606,3IEZK5pk3XXd6WsTChAcR8,Feel,0,track,False,True,197120,1,10,246dkjvS1zLTtiykXe5h60,Post Malone,246dkjvS1zLTtiykXe5h60,Post Malone,5oH0MFYhMkVmvhWjYumm03,Stoney (Deluxe),2016-12-09,18,album
607,7mF7fA6DsIMAJy9O0TDWV3,Too Young,0,track,False,True,237146,1,11,246dkjvS1zLTtiykXe5h60,Post Malone,246dkjvS1zLTtiykXe5h60,Post Malone,5oH0MFYhMkVmvhWjYumm03,Stoney (Deluxe),2016-12-09,18,album
608,7BzNT7knTluY0XGlpG5bxe,Congratulations,0,track,False,True,220293,1,12,246dkjvS1zLTtiykXe5h60,Post Malone,246dkjvS1zLTtiykXe5h60,Post Malone,5oH0MFYhMkVmvhWjYumm03,Stoney (Deluxe),2016-12-09,18,album
609,3LDus1ZDkyKaaJvMLmBGdM,Up There,0,track,False,True,194826,1,13,246dkjvS1zLTtiykXe5h60,Post Malone,246dkjvS1zLTtiykXe5h60,Post Malone,5oH0MFYhMkVmvhWjYumm03,Stoney (Deluxe),2016-12-09,18,album
610,6ubvDqWOCBQ3Gs89jyFRCI,Leave,0,track,False,True,324853,1,15,246dkjvS1zLTtiykXe5h60,Post Malone,246dkjvS1zLTtiykXe5h60,Post Malone,5oH0MFYhMkVmvhWjYumm03,Stoney (Deluxe),2016-12-09,18,album
611,7a2c8KeQi3LhImYQepp4Yg,Hit This Hard,0,track,False,True,249026,1,16,246dkjvS1zLTtiykXe5h60,Post Malone,246dkjvS1zLTtiykXe5h60,Post Malone,5oH0MFYhMkVmvhWjYumm03,Stoney (Deluxe),2016-12-09,18,album
612,5bGDb8fjyVuV829GwGaXI6,Money Made Me Do It,0,track,False,True,224960,1,17,246dkjvS1zLTtiykXe5h60,Post Malone,246dkjvS1zLTtiykXe5h60,Post Malone,5oH0MFYhMkVmvhWjYumm03,Stoney (Deluxe),2016-12-09,18,album
613,0rBMP6VVGRgwnzZCLpijyl,Canal St. (feat. Bones),68,track,False,True,227426,1,2,13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,3arNdjotCvtiiLFfjKngMc,AT.LONG.LAST.A$AP,2015-05-26,18,album
614,3nRkce4I8jluoyvwHJkRiT,Heartbreak,0,track,False,True,265626,1,10,68DWke2VjdDmA75aJX5C57,Yelawolf,68DWke2VjdDmA75aJX5C57,Yelawolf,5dzXnRWAu2kLhKlX4vBxCD,Love Story,2015-04-21,18,album
615,33JcUj9qQDayKswunZP9ar,Best Friend,63,track,False,True,213000,1,1,50co4Is1HCEo8bhOyUWKpn,Young Thug,50co4Is1HCEo8bhOyUWKpn,Young Thug,4YqXHbPtEXINS3CBtKfCyO,Best Friend,2015-11-20,1,album
616,1yKLa9X63tBfvLojNOw9y8,Harambe,50,track,False,True,190146,1,7,50co4Is1HCEo8bhOyUWKpn,Young Thug,50co4Is1HCEo8bhOyUWKpn,Young Thug,7EpUpNUkkEGnaCvkcn1j4H,JEFFERY,2016-08-26,10,album
617,3G2grVPTDrTQskKKsoEnRA,White Iverson,0,track,False,True,255173,1,1,246dkjvS1zLTtiykXe5h60,Post Malone,246dkjvS1zLTtiykXe5h60,Post Malone,4IDkY5fkVbMfyfB9hOTGDp,White Iverson,2015-08-14,1,album
618,09MdUOjFcCD5UCb4KL9iTD,Too Young,0,track,False,True,237626,1,1,246dkjvS1zLTtiykXe5h60,Post Malone,246dkjvS1zLTtiykXe5h60,Post Malone,1T7E1GMQCXmC3GLBNpqZRO,Too Young,2015-10-09,1,album
619,5cgEadiGKjtTP1Q6NJqVP5,A-Team,64,track,False,True,176640,1,1,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,4Q9gIbDuQiVOexTyDxx9V0,A-Team,2016-02-06,1,album
620,4GXl8l1MfZPf2GvpyRPJBf,pick up the phone,71,track,False,True,252262,1,1,50co4Is1HCEo8bhOyUWKpn,Young Thug,50co4Is1HCEo8bhOyUWKpn,Young Thug,4MDMfOdhV1IyoRnklwOHG9,pick up the phone,2016-06-03,1,album
